STATION,NAME,DATE,AWND,PRCP,SNOW,TMAX,TMIN
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/7/07,13.87,0.19,0,84,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/8/07,7.16,0,0,78,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/9/07,9.84,0,0,80,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/10/07,8.95,0.36,0,74,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/11/07,13.42,0,0,71,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/12/07,5.59,0,0,67,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/13/07,8.5,0,0,78,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/14/07,13.42,0,0,66,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/15/07,5.82,0,0,61,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/16/07,7.38,0,0,71,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/17/07,12.08,0,0,80,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/18/07,13.2,0,0,88,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/19/07,9.62,0,0,84,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/20/07,6.71,0,0,78,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/21/07,12.3,0,0,88,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/22/07,6.71,0,0,74,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/23/07,5.37,0,0,84,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/24/07,11.86,0,0,90,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/25/07,10.51,0.27,0,85,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/26/07,6.71,0.09,0,69,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/27/07,6.49,0,0,75,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/28/07,7.16,0,0,73,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/29/07,9.84,0,0,80,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/30/07,14.54,0.14,0,83,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/1/07,8.05,0.29,0,69,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/2/07,11.18,0.09,0,78,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/3/07,7.16,0,0,74,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/4/07,4.7,0,0,82,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/5/07,6.93,0,0,84,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/6/07,7.38,0,0,87,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/7/07,5.82,0,0,87,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/8/07,10.07,0,0,87,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/9/07,12.75,0,0,76,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/07,15.43,0,0,54,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/07,12.97,0,0,54,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/07,4.7,0,0,56,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/13/07,3.58,0,0,59,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/14/07,6.71,0.15,0,61,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/15/07,5.59,0.07,0,74,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/16/07,7.61,0.24,0,67,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/17/07,9.84,0.04,0,72,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/18/07,19.01,0.3,0,78,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/19/07,16.78,0.01,0,60,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/20/07,12.08,0,0,73,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/21/07,18.12,0,0,80,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/22/07,9.17,0.16,0,67,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/23/07,8.28,0,0,58,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/24/07,14.54,0,0,55,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/25/07,14.09,0,0,55,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/26/07,6.93,0.33,0,65,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/27/07,9.84,0.01,0,55,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/28/07,4.25,0,0,56,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/29/07,10.51,0,0,61,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/30/07,12.53,0,0,66,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/31/07,14.32,0,0,62,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/1/07,5.37,0,0,54,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/2/07,6.71,0,0,57,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/3/07,6.26,0,0,55,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/4/07,9.17,0.01,0,53,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/5/07,16.33,0,0,54,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/6/07,16.11,0,0,45,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/7/07,7.61,0,0,43,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/8/07,8.28,0,0,51,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/9/07,9.62,0,0,48,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/10/07,7.83,0,0,50,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/11/07,10.51,0.06,0,57,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/12/07,8.28,0,0,66,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/13/07,7.83,0,0,60,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/14/07,16.11,0,0,56,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/15/07,13.42,0,0,40,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/16/07,6.26,0,0,41,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/17/07,8.72,0.04,0,46,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/18/07,9.84,0.01,0,43,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/19/07,8.28,0,0,59,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/20/07,8.5,0.3,0,55,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/21/07,18.12,0.83,0.2,45,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/22/07,14.09,0.01,0.1,33,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/23/07,7.61,0,0,32,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/24/07,10.74,0,0,38,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/25/07,10.29,0,0,38,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/26/07,7.38,0,0,39,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/27/07,9.17,0,0,35,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/28/07,14.76,0,0,48,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/29/07,14.09,0,0,34,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/30/07,12.97,0,0,36,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/1/07,12.3,0.63,0.6,34,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/2/07,13.42,0.23,0,45,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/3/07,12.08,0,0,29,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/4/07,5.37,0.23,3.4,33,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/5/07,11.86,0.18,2.1,30,9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/6/07,6.04,0.04,0.6,24,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/7/07,8.5,0,0,30,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/8/07,7.61,0.04,0,24,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/9/07,7.83,0.02,0,29,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/10/07,3.8,0,0,32,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/11/07,5.82,0.67,0,33,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/12/07,6.71,0,0,36,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/13/07,10.96,0,0,34,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/14/07,7.16,0,0,28,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/15/07,8.95,0.17,2,31,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/16/07,15.66,0.17,2.1,29,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/17/07,10.74,0,0,23,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/18/07,10.51,0,0,37,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/19/07,5.59,0,0,34,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/20/07,9.4,0.06,0,38,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/21/07,6.93,0.06,0,38,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/22/07,12.3,0.11,0,50,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/23/07,25.28,0.24,0.7,52,14
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/24/07,11.63,0,0,26,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/25/07,10.96,0,0,42,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/26/07,6.04,0,0,45,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/27/07,7.61,0.07,0,38,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/28/07,12.3,0.28,2.2,34,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/29/07,10.29,0,0,30,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/30/07,6.49,0.03,0.3,35,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/31/07,6.04,0.26,3.6,33,25
